,clean_sheets_perc,nationality,squad,draws,goals_against,player,save_perc,minutes_per_game,position,minutes,games_subs,games,age,wins,losses,goals_against_per90,games_starts,shots_on_target_against,clean_sheets
0,34.2,sco SCO,Wimbledon,14,46,Neil Sullivan,.747,90,GK,"3,420",0,38,27,10,14,1.21,38,182,13
1,21.1,wal WAL,Southampton,6,55,Paul Jones,.716,90,GK,"3,420",0,38,30,14,18,1.45,38,194,8
2,15.8,eng ENG,Crystal Palace,9,71,Alan Miller,.716,90,GK,"3,420",0,38,27,8,21,1.87,38,250,6
3,29.7,eng ENG,Leeds United,8,55,Nigel Martyn,.678,90,GK,"3,330",0,37,30,17,13,1.49,37,171,11
4,19.4,eng ENG,Sheffield Wednesday,7,60,Kevin Pressman,.676,90,GK,"3,240",0,36,29,12,16,1.67,36,185,7
5,36.1,ee EST,Derby County,7,47,Mart Poom,.644,90,GK,"3,240",0,36,25,16,13,1.31,36,132,13
6,29.4,ie IRL,Bolton Wanderers,11,50,Keith Branagan,.728,90,GK,"3,060",0,34,31,9,14,1.47,34,184,10
7,43.8,us USA,Leicester City,12,34,Kasey Keller,.778,90,GK,"2,880",0,32,27,11,9,1.06,32,153,14
8,50.0,dk DEN,Manchester United,7,20,Peter Schmeichel,.821,90,GK,"2,880",0,32,33,19,5,0.62,32,112,16
9,41.9,eng ENG,Arsenal,8,29,David Seaman,.741,90,GK,"2,790",0,31,33,18,5,0.94,31,112,13
10,30.0,au AUS,Aston Villa,5,36,Mark Bosnich,.700,90,GK,"2,700",0,30,25,15,10,1.20,30,120,9
11,13.8,eng ENG,Barnsley,4,65,Tony Bullock,.706,89,GK,"2,674",1,30,25,8,17,2.19,29,221,4
12,24.1,eng ENG,Tottenham Hotspur,9,46,Ian Walker,.693,90,GK,"2,610",0,29,25,7,13,1.59,29,150,7
13,42.9,nl NED,Chelsea,3,28,Ed de Goey,.750,90,GK,"2,520",0,28,30,16,9,1.00,28,112,12
14,40.7,eng ENG,Liverpool,8,26,David James,.735,90,GK,"2,430",0,27,26,13,6,0.96,27,98,11
15,28.0,ie IRL,Newcastle United,10,28,Shay Given,.738,90,GK,"2,250",0,25,21,7,8,1.12,25,107,7
16,36.0,eng ENG,Blackburn Rovers,7,29,Tim Flowers,.754,90,GK,"2,250",0,25,30,10,6,1.16,25,118,9
17,29.2,eng ENG,Coventry City,13,32,Steve Ogrizovic,.733,90,GK,"2,160",0,24,39,4,6,1.33,24,120,7
18,31.8,no NOR,Everton,10,29,Thomas Myhre,.726,90,GK,"1,980",0,22,23,6,6,1.32,22,106,7
19,40.0,se SWE,Coventry City,3,12,Magnus Hedman,.833,90,GK,"1,350",0,15,24,8,4,0.80,15,72,6
20,15.4,tt TRI,Newcastle United,1,14,Shaka Hislop,.667,90,GK,"1,170",0,13,28,4,7,1.08,13,42,2
21,38.5,ca CAN,West Ham United,2,13,Craig Forrest,.776,90,GK,"1,170",0,13,29,7,4,1.00,13,58,5
22,0.0,"cs TCH,cz CZE",West Ham United,1,23,Luděk Mikloško,.629,90,GK,"1,170",0,13,35,5,7,1.77,13,62,0
23,25.0,wal WAL,Everton,2,19,Neville Southall,.698,90,GK,"1,080",0,12,38,2,8,1.58,12,63,3
24,25.0,fr FRA,West Ham United,5,21,Bernard Lama,.734,90,GK,"1,080",0,12,34,4,3,1.75,12,79,3
25,18.2,us USA,Liverpool,3,16,Brad Friedel,.733,90,GK,990,0,11,26,5,3,1.45,11,60,2
26,20.0,"ru RUS,su URS",Chelsea,0,15,Dmitri Kharine,.732,90,GK,900,0,10,28,4,6,1.50,10,56,2
27,11.1,de GER,Barnsley,1,17,Lars Leese,.730,90,GK,810,0,9,27,2,6,1.89,9,63,1
28,33.3,no NOR,Tottenham Hotspur,2,10,Espen Baardsen,.773,90,GK,810,0,9,19,4,3,1.11,9,44,3
29,0.0,eng ENG,Aston Villa,1,12,Michael Oakes,.721,90,GK,720,0,8,23,2,5,1.50,8,43,0
30,12.5,nir NIR,Blackburn Rovers,1,19,Alan Fettis,.648,90,"GK,FW",720,0,8,26,2,5,2.37,8,54,1
31,57.1,au AUS,Blackburn Rovers,2,4,John Filan,.789,90,GK,630,0,7,27,4,1,0.57,7,19,4
32,85.7,at AUT,Arsenal,1,4,Alex Manninger,.818,90,GK,630,0,7,20,5,1,0.57,7,22,6
33,16.7,fr FRA,Leicester City,2,7,Pegguy Arphexad,.829,90,GK,540,0,6,24,2,2,1.17,6,41,1
34,60.0,nl NED,Manchester United,1,3,Raimond van der Gouw,.786,90,GK,450,0,5,34,3,1,0.60,5,14,3
35,0.0,eng ENG,Bolton Wanderers,2,11,Gavin Ward,.667,69,GK,412,2,6,27,0,2,2.40,4,33,0
36,0.0,eng ENG,Everton,1,8,Paul Gerrard,.714,90,GK,360,0,4,24,1,2,2.00,4,28,0
37,50.0,eng ENG,Sheffield Wednesday,1,7,Matt Clarke,.650,81,GK,244,1,3,23,0,2,2.58,2,20,1
38,0.0,eng ENG,Derby County,0,2,Russell Hoult,.667,90,GK,180,0,2,24,0,2,1.00,2,6,0
39,50.0,eng ENG,Manchester United,0,3,Kevin Pilkington,.750,90,GK,180,0,2,23,1,1,1.50,2,12,1
40,0.0,,Leeds United,0,2,Mark Beeney,.600,90,GK,90,0,1,29,0,1,2.00,1,5,0
41,0.0,cz CZE,Newcastle United,0,2,Pavel Srníček,.600,90,GK,90,0,1,29,0,1,2.00,1,5,0
